"address","dateOfPosting","status","numberOfLikes","numberOfBathroom","numberOfBedroom","homeValue","sqft","streetName","cityName","stateName","zipCode","homeImage"
"4516 Cartwright Park","2018-06-10T18:13:50.599Z","OFF MARKET",198,4,0,2420666,681,"106 Kling Street","Rockville","MD",20848,"hi"
"4517 Cartwright Park","2018-08-30T10:12:56.771Z","FOR RENT",79,0,9,3708006,677,"0866 Chance Divide","Rockville","MD",20848,"hi"
"4518 Cartwright Park","2018-08-22T13:46:34.192Z","FOR SALE",170,0,2,907111,2958,"857 Enoch Stream","Rockville","MD",20851,"hi"
"4519 Cartwright Park","2018-06-13T22:02:03.677Z","AUCTION",37,0,2,2733814,1630,"427 Justice Street","Rockville","MD",20848,"hi"
"4520 Cartwright Park","2018-10-19T06:51:42.208Z","OFF MARKET",154,1,8,1088050,1959,"5072 Berge Gateway","Rockville","MD",20849,"hi"
"4521 Cartwright Park","2018-05-22T03:18:35.795Z","AUCTION",119,4,5,964350,343,"3849 Jayden Forges","Rockville","MD",20853,"hi"
"4522 Cartwright Park","2018-09-18T22:51:32.930Z","SOLD",116,4,10,3081723,3342,"1007 Rosamond Center","Rockville","MD",20847,"hi"
"4523 Cartwright Park","2018-08-08T15:02:37.727Z","FOR SALE",18,4,6,1426545,1869,"405 Henderson Spur","Rockville","MD",20854,"hi"
"4524 Cartwright Park","2018-10-08T18:38:04.154Z","FOR SALE",30,2,9,2927409,749,"76439 Lesch Glens","Rockville","MD",20857,"hi"
"4525 Cartwright Park","2018-06-23T15:10:00.036Z","FOR SALE",89,0,0,1956973,1305,"164 Arno Port","Rockville","MD",20849,"hi"
"4526 Cartwright Park","2018-08-12T19:53:59.949Z","FOR SALE",58,4,0,3812272,1701,"7192 Sauer Ford","Rockville","MD",20853,"hi"
"4527 Cartwright Park","2018-08-25T09:35:35.658Z","FOR SALE",48,0,4,1374861,2183,"7159 Braeden Lights","Rockville","MD",20848,"hi"
"4528 Cartwright Park","2018-09-22T08:36:21.475Z","OFF MARKET",34,2,8,1464054,1526,"39105 Konopelski Rapids","Rockville","MD",20850,"hi"
"4529 Cartwright Park","2018-10-09T19:15:38.088Z","FOR RENT",195,4,6,498130,2568,"997 Freida Common","Rockville","MD",20850,"hi"
"4530 Cartwright Park","2018-06-23T09:04:06.561Z","FOR SALE",86,4,5,1014267,3055,"24696 Blanda Cliffs","Rockville","MD",20852,"hi"
"4531 Cartwright Park","2018-08-08T03:47:28.045Z","FOR SALE",35,4,1,3897916,759,"14553 Cody Overpass","Rockville","MD",20857,"hi"
"4532 Cartwright Park","2018-10-16T15:43:13.585Z","FOR SALE",11,0,1,2262722,1769,"0890 Johnathon Stream","Rockville","MD",20853,"hi"
"4533 Cartwright Park","2018-06-06T21:31:39.795Z","FOR SALE",103,1,6,2046261,3149,"637 Morar Track","Rockville","MD",20847,"hi"
"4534 Cartwright Park","2018-05-24T01:47:54.116Z","AUCTION",67,1,4,1464421,665,"690 Barton Meadow","Rockville","MD",20850,"hi"
"4535 Cartwright Park","2018-05-24T04:19:47.947Z","FOR RENT",100,1,10,959912,1162,"981 Alia Spring","Rockville","MD",20848,"hi"
"4536 Cartwright Park","2018-08-11T20:38:04.979Z","OFF MARKET",98,2,0,2089656,989,"5765 Rosenbaum Valleys","Rockville","MD",20849,"hi"
"4537 Cartwright Park","2018-07-26T22:28:24.477Z","FORECLOSURE",50,1,8,3896490,2292,"6526 Shaniya Inlet","Rockville","MD",20852,"hi"
"4538 Cartwright Park","2018-10-21T10:13:21.522Z","OFF MARKET",55,1,5,3787798,3311,"232 Richard Terrace","Rockville","MD",20877,"hi"
"4539 Cartwright Park","2018-07-27T21:54:17.099Z","SOLD",190,1,10,1152702,3947,"9133 Jacobi Field","Rockville","MD",20847,"hi"
"4540 Cartwright Park","2018-08-21T20:25:20.356Z","FOR RENT",83,4,3,3557690,1994,"876 Imelda Cliff","Rockville","MD",20852,"hi"
"4541 Cartwright Park","2018-05-12T01:55:55.220Z","FOR RENT",94,0,6,3207605,2278,"728 Harvey Gateway","Rockville","MD",20853,"hi"
"4542 Cartwright Park","2018-06-13T18:44:49.591Z","OFF MARKET",190,2,6,2645906,2253,"534 Daugherty Forest","Rockville","MD",20848,"hi"
"4543 Cartwright Park","2018-07-14T08:10:49.739Z","FOR SALE",99,0,8,936416,2113,"190 Grimes Crossroad","Rockville","MD",20849,"hi"
"4544 Cartwright Park","2018-06-17T20:00:48.376Z","FORECLOSURE",187,4,4,1490065,3858,"954 Thiel Shores","Rockville","MD",20850,"hi"
"4545 Cartwright Park","2018-10-15T07:03:50.812Z","FOR SALE",163,4,0,702479,2749,"44321 Dare Shores","Rockville","MD",20849,"hi"
"4546 Cartwright Park","2018-05-07T21:54:51.795Z","SOLD",123,4,3,3360010,1757,"5858 Becker Falls","Rockville","MD",20877,"hi"
"4547 Cartwright Park","2018-10-15T15:42:02.184Z","FOR SALE",68,0,10,560983,3561,"605 Lenore Stream","Rockville","MD",20848,"hi"
"4548 Cartwright Park","2018-08-06T06:58:11.693Z","OFF MARKET",184,3,5,1500234,2116,"0706 Hansen Ramp","Rockville","MD",20849,"hi"
"4549 Cartwright Park","2018-07-14T00:04:20.095Z","AUCTION",117,2,3,794578,706,"9912 Breitenberg Lake","Rockville","MD",20877,"hi"
"4550 Cartwright Park","2018-09-25T08:09:45.404Z","AUCTION",100,2,3,2068831,3230,"2266 Kirsten Tunnel","Rockville","MD",20857,"hi"
"4551 Cartwright Park","2018-07-19T05:08:00.144Z","SOLD",147,3,3,859313,1990,"0399 Kuhn Causeway","Rockville","MD",20857,"hi"
"4552 Cartwright Park","2018-06-11T03:03:23.144Z","FOR RENT",69,0,6,2583983,979,"7187 Bogan Burgs","Rockville","MD",20853,"hi"
"4553 Cartwright Park","2018-07-03T01:02:41.711Z","FORECLOSURE",109,2,9,1459036,333,"0793 Mayert Manor","Rockville","MD",20848,"hi"
"4554 Cartwright Park","2018-06-03T16:44:24.760Z","FOR RENT",65,3,6,2216083,1403,"305 Stark Landing","Rockville","MD",20854,"hi"
"4555 Cartwright Park","2018-10-06T05:14:13.596Z","SOLD",88,3,1,331899,2453,"9367 Reichel Divide","Rockville","MD",20849,"hi"
"4556 Cartwright Park","2018-10-08T01:20:50.893Z","AUCTION",141,1,8,2649559,1966,"047 Alexandre Square","Rockville","MD",20853,"hi"
"4557 Cartwright Park","2018-08-04T20:44:53.970Z","FOR RENT",74,3,4,3012148,3402,"00137 Armstrong Meadows","Rockville","MD",20852,"hi"
"4558 Cartwright Park","2018-06-16T23:07:49.699Z","OFF MARKET",3,2,6,853548,793,"372 Marshall Passage","Rockville","MD",20849,"hi"
"4559 Cartwright Park","2018-09-06T04:18:28.619Z","FORECLOSURE",174,0,2,1031928,2203,"0374 Felicita Cliffs","Rockville","MD",20847,"hi"
"4560 Cartwright Park","2018-10-04T01:52:01.015Z","FORECLOSURE",192,3,1,2269529,3094,"028 Gaylord Estate","Rockville","MD",20850,"hi"
"4561 Cartwright Park","2018-07-07T15:46:04.578Z","AUCTION",31,0,5,1210531,1858,"627 Aryanna Way","Rockville","MD",20848,"hi"
"4562 Cartwright Park","2018-10-23T19:56:25.869Z","SOLD",9,1,1,940683,1678,"4013 Danielle Path","Rockville","MD",20851,"hi"
"4563 Cartwright Park","2018-07-01T10:59:56.486Z","SOLD",14,0,10,405995,3039,"9706 Abdullah Curve","Rockville","MD",20854,"hi"
"4564 Cartwright Park","2018-06-21T22:45:16.930Z","FOR RENT",40,2,2,791763,2231,"975 Kade Underpass","Rockville","MD",20857,"hi"
"4565 Cartwright Park","2018-09-14T20:18:26.515Z","OFF MARKET",91,3,1,1281816,564,"154 Winnifred Manors","Rockville","MD",20852,"hi"
"4566 Cartwright Park","2018-05-23T13:12:28.775Z","FORECLOSURE",65,2,4,2727303,2923,"301 Schamberger Turnpike","Rockville","MD",20852,"hi"
"4567 Cartwright Park","2018-08-10T02:16:49.111Z","FORECLOSURE",64,3,4,1104372,2363,"923 Parker Village","Rockville","MD",20847,"hi"
"4568 Cartwright Park","2018-05-08T14:01:45.696Z","AUCTION",106,0,2,2788256,388,"68484 Conroy Plains","Rockville","MD",20853,"hi"
"4569 Cartwright Park","2018-05-27T11:50:02.366Z","SOLD",41,0,6,708545,2079,"403 Willie Mountain","Rockville","MD",20854,"hi"
"4570 Cartwright Park","2018-09-07T05:47:07.595Z","SOLD",16,4,5,574913,2679,"2948 Kub Ford","Rockville","MD",20849,"hi"
"4571 Cartwright Park","2018-09-24T20:08:27.540Z","FOR SALE",134,1,2,2798877,748,"63363 Thora Trafficway","Rockville","MD",20849,"hi"
"4572 Cartwright Park","2018-09-16T16:45:18.625Z","OFF MARKET",103,3,7,2432968,1928,"10113 Tremblay Spurs","Rockville","MD",20853,"hi"
"4573 Cartwright Park","2018-09-26T04:55:43.151Z","AUCTION",45,4,6,828862,3729,"93422 Anahi Square","Rockville","MD",20877,"hi"
"4574 Cartwright Park","2018-08-12T19:59:46.719Z","OFF MARKET",80,0,7,1187135,3370,"264 Hegmann Meadows","Rockville","MD",20854,"hi"
"4575 Cartwright Park","2018-07-19T10:27:54.274Z","OFF MARKET",144,1,4,2418898,956,"79581 Kianna Springs","Rockville","MD",20853,"hi"
"4576 Cartwright Park","2018-10-01T12:02:46.495Z","SOLD",47,0,6,494645,2185,"5684 Kathlyn Knolls","Rockville","MD",20847,"hi"
"4577 Cartwright Park","2018-05-27T05:07:16.966Z","FOR SALE",7,3,1,639363,302,"8579 Destinee Stravenue","Rockville","MD",20850,"hi"
"4578 Cartwright Park","2018-08-11T16:04:13.419Z","FOR SALE",191,4,2,817872,869,"62904 Susanna Neck","Rockville","MD",20852,"hi"
"4579 Cartwright Park","2018-08-24T06:23:43.346Z","FOR SALE",40,3,8,3147754,3930,"95433 Agustin Shoals","Rockville","MD",20848,"hi"
"4580 Cartwright Park","2018-06-10T00:05:00.410Z","OFF MARKET",47,2,1,2551878,3949,"211 Cordie Park","Rockville","MD",20853,"hi"
"4581 Cartwright Park","2018-10-06T13:02:07.520Z","FORECLOSURE",175,4,8,3819748,1144,"98226 Isabelle Underpass","Rockville","MD",20852,"hi"
"4582 Cartwright Park","2018-08-31T13:27:16.792Z","FOR RENT",9,3,10,3338150,2110,"18133 Sasha Ferry","Rockville","MD",20848,"hi"
"4583 Cartwright Park","2018-08-01T04:48:22.349Z","SOLD",196,2,2,2669860,918,"23705 Salvador Prairie","Rockville","MD",20877,"hi"
"4584 Cartwright Park","2018-07-05T08:57:19.465Z","AUCTION",105,1,9,1177599,773,"91452 Ralph Court","Rockville","MD",20852,"hi"
"4585 Cartwright Park","2018-05-28T18:28:22.513Z","FOR RENT",16,2,8,1469694,1289,"861 Franecki Vista","Rockville","MD",20853,"hi"
"4586 Cartwright Park","2018-09-19T06:39:35.378Z","AUCTION",73,1,7,3036891,1951,"217 Neil Stream","Rockville","MD",20848,"hi"
"4587 Cartwright Park","2018-09-20T19:18:46.190Z","FOR RENT",199,3,4,1689386,1212,"75013 Rose Route","Rockville","MD",20849,"hi"
"4588 Cartwright Park","2018-06-15T12:48:32.775Z","FORECLOSURE",25,1,6,930645,1162,"718 Luis Unions","Rockville","MD",20847,"hi"
"4589 Cartwright Park","2018-07-18T05:13:00.736Z","FOR RENT",50,0,1,1914979,2290,"4873 Tia Street","Rockville","MD",20850,"hi"
"4590 Cartwright Park","2018-08-14T16:44:51.484Z","FOR RENT",65,2,3,117574,553,"74077 Anderson Flat","Rockville","MD",20853,"hi"
"4591 Cartwright Park","2018-08-08T19:19:24.331Z","FORECLOSURE",139,2,1,187811,327,"4903 Muller Rest","Rockville","MD",20852,"hi"
"4592 Cartwright Park","2018-06-02T07:08:09.826Z","OFF MARKET",64,2,2,1279936,1403,"2957 Jerrold Burgs","Rockville","MD",20852,"hi"
"4593 Cartwright Park","2018-10-14T12:52:43.354Z","FOR RENT",96,0,8,2721903,1011,"8656 Kuvalis Lodge","Rockville","MD",20853,"hi"
"4594 Cartwright Park","2018-09-17T02:40:12.669Z","FORECLOSURE",87,0,7,2545888,2115,"93542 Casey Circle","Rockville","MD",20852,"hi"
"4595 Cartwright Park","2018-10-05T16:50:00.837Z","FOR SALE",183,1,5,457030,1566,"0712 Andrew Route","Rockville","MD",20853,"hi"
"4596 Cartwright Park","2018-08-22T22:11:23.919Z","OFF MARKET",178,2,10,2035598,1520,"81070 Cole Highway","Rockville","MD",20854,"hi"
"4597 Cartwright Park","2018-06-29T05:28:21.366Z","SOLD",23,0,6,2886538,3499,"80827 White Creek","Rockville","MD",20877,"hi"
"4598 Cartwright Park","2018-10-23T22:25:40.528Z","FORECLOSURE",67,2,5,2810729,3462,"27023 Jadyn Fort","Rockville","MD",20854,"hi"
"4599 Cartwright Park","2018-06-21T09:41:03.585Z","AUCTION",151,3,7,1520328,2612,"636 Valentina Lock","Rockville","MD",20857,"hi"
"4600 Cartwright Park","2018-06-08T06:25:03.803Z","FOR RENT",90,2,2,562850,2615,"092 Taylor Passage","Rockville","MD",20877,"hi"
"4601 Cartwright Park","2018-07-31T08:15:47.550Z","FORECLOSURE",135,0,7,3528061,2918,"88815 Stella Forks","Rockville","MD",20853,"hi"
"4602 Cartwright Park","2018-07-07T10:43:04.188Z","FOR RENT",36,1,0,1999985,2759,"313 Dare Spring","Rockville","MD",20857,"hi"
"4603 Cartwright Park","2018-08-27T23:47:58.283Z","AUCTION",124,4,0,2504106,3812,"39693 Dameon Island","Rockville","MD",20852,"hi"
"4604 Cartwright Park","2018-09-07T12:26:15.426Z","OFF MARKET",182,3,0,697710,2073,"666 Huel Highway","Rockville","MD",20850,"hi"
"4605 Cartwright Park","2018-07-30T04:15:37.556Z","FOR RENT",163,1,1,3221176,2121,"561 Jamil Extension","Rockville","MD",20877,"hi"
"4606 Cartwright Park","2018-09-05T02:24:55.309Z","FORECLOSURE",110,4,8,1593540,3441,"647 Schmitt Centers","Rockville","MD",20857,"hi"
"4607 Cartwright Park","2018-08-21T04:41:03.636Z","OFF MARKET",20,2,2,290320,2972,"17320 Alfredo Track","Rockville","MD",20850,"hi"
"4608 Cartwright Park","2018-06-15T19:21:04.967Z","FOR RENT",175,2,10,1335156,2133,"561 Mante Road","Rockville","MD",20857,"hi"
"4609 Cartwright Park","2018-08-27T13:43:10.581Z","OFF MARKET",37,4,4,3867255,556,"32194 Vena Station","Rockville","MD",20877,"hi"
"4610 Cartwright Park","2018-08-16T10:39:18.280Z","AUCTION",152,3,5,2048021,1446,"6658 Turcotte Gardens","Rockville","MD",20854,"hi"
"4611 Cartwright Park","2018-07-20T12:21:59.423Z","OFF MARKET",181,1,2,3344653,1805,"664 Tamia Passage","Rockville","MD",20850,"hi"
"4612 Cartwright Park","2018-08-29T10:51:35.045Z","FORECLOSURE",97,1,10,3419749,2867,"2385 Jacobi Trail","Rockville","MD",20853,"hi"
"4613 Cartwright Park","2018-09-19T01:32:54.467Z","FOR SALE",53,2,5,3485101,1846,"9792 Osinski Crossroad","Rockville","MD",20847,"hi"
"4614 Cartwright Park","2018-07-08T05:59:52.177Z","AUCTION",8,4,9,3810009,2645,"6365 Huel Run","Rockville","MD",20848,"hi"
"4615 Cartwright Park","2018-06-26T19:59:49.353Z","FOR RENT",190,4,5,801562,1950,"0561 Gutkowski Junctions","Rockville","MD",20852,"hi"
"4616 Cartwright Park","2018-07-15T06:15:05.196Z","FOR RENT",101,0,9,336862,3382,"196 Ilene Haven","Rockville","MD",20850,"hi"
"4617 Cartwright Park","2018-10-23T20:00:32.599Z","FORECLOSURE",41,0,1,792378,1477,"02277 Ceasar Shoal","Rockville","MD",20849,"hi"
"4618 Cartwright Park","2018-07-23T09:45:02.174Z","OFF MARKET",51,1,4,500421,1278,"96481 Turner Corner","Rockville","MD",20848,"hi"
"4619 Cartwright Park","2018-09-18T18:40:35.684Z","AUCTION",2,3,2,1717396,3726,"1927 Green Port","Rockville","MD",20848,"hi"
"4620 Cartwright Park","2018-06-23T16:30:48.232Z","FORECLOSURE",159,2,5,2710337,2408,"6071 Zulauf Fields","Rockville","MD",20853,"hi"
"4621 Cartwright Park","2018-09-27T02:54:30.559Z","SOLD",149,4,2,2516179,1867,"90413 Douglas Courts","Rockville","MD",20877,"hi"
"4622 Cartwright Park","2018-08-14T18:49:41.495Z","FOR RENT",117,4,3,1091088,1964,"6106 Lindgren Hill","Rockville","MD",20857,"hi"
"4623 Cartwright Park","2018-06-20T11:16:01.123Z","SOLD",103,3,4,2494850,2808,"11754 Nyah Route","Rockville","MD",20847,"hi"
"4624 Cartwright Park","2018-05-03T23:53:29.256Z","FOR RENT",69,4,9,953327,3066,"9023 Swaniawski Underpass","Rockville","MD",20877,"hi"
"4625 Cartwright Park","2018-10-20T16:58:40.752Z","FOR RENT",17,4,5,1854424,3212,"1486 Von Summit","Rockville","MD",20857,"hi"
"4626 Cartwright Park","2018-09-07T20:04:36.545Z","FOR RENT",107,1,3,3234058,1227,"70579 King Prairie","Rockville","MD",20854,"hi"
"4627 Cartwright Park","2018-10-23T05:35:36.221Z","FOR SALE",35,4,6,1122810,1326,"436 Flavie Mission","Rockville","MD",20877,"hi"
"4628 Cartwright Park","2018-07-05T14:21:04.125Z","AUCTION",130,1,1,2792106,323,"5213 Earnestine Extension","Rockville","MD",20847,"hi"
"4629 Cartwright Park","2018-06-27T14:43:03.758Z","SOLD",123,0,8,688625,1873,"1270 Shanahan Place","Rockville","MD",20847,"hi"
"4630 Cartwright Park","2018-05-26T06:51:30.266Z","AUCTION",130,2,10,3174681,2009,"711 Kessler Greens","Rockville","MD",20857,"hi"
"4631 Cartwright Park","2018-09-12T02:10:07.243Z","FOR RENT",112,4,5,2470974,1664,"70438 Goodwin Ramp","Rockville","MD",20851,"hi"
"4632 Cartwright Park","2018-05-24T18:41:21.999Z","FOR RENT",82,2,5,2670280,3342,"448 Kelly Forks","Rockville","MD",20854,"hi"
"4633 Cartwright Park","2018-09-29T11:16:13.919Z","FOR SALE",79,4,5,2647745,2935,"34511 Earl Track","Rockville","MD",20857,"hi"
"4634 Cartwright Park","2018-09-06T06:25:10.420Z","FOR RENT",6,4,10,1510233,1747,"893 Linnie Mountains","Rockville","MD",20854,"hi"
"4635 Cartwright Park","2018-06-14T04:52:05.461Z","SOLD",86,3,5,3853166,3332,"80745 Elyse Road","Rockville","MD",20852,"hi"
"4636 Cartwright Park","2018-07-27T10:29:19.385Z","SOLD",57,4,6,827701,682,"02701 Presley Spur","Rockville","MD",20877,"hi"
"4637 Cartwright Park","2018-08-29T04:32:59.595Z","FOR SALE",121,4,3,532669,1335,"8355 Witting Ville","Rockville","MD",20857,"hi"
"4638 Cartwright Park","2018-06-27T06:59:19.915Z","OFF MARKET",187,0,1,251141,1650,"7996 Christophe Loaf","Rockville","MD",20851,"hi"
"4639 Cartwright Park","2018-09-26T04:57:40.235Z","OFF MARKET",134,2,1,3892845,683,"991 Augusta Field","Rockville","MD",20853,"hi"
"4640 Cartwright Park","2018-10-09T04:02:41.867Z","SOLD",122,4,10,3526496,1103,"4992 Ortiz Motorway","Rockville","MD",20847,"hi"
"4641 Cartwright Park","2018-06-19T08:44:32.986Z","AUCTION",93,3,0,2064634,3745,"4544 Goodwin Orchard","Rockville","MD",20849,"hi"
"4642 Cartwright Park","2018-07-20T17:37:57.039Z","OFF MARKET",78,2,2,2618617,3689,"7090 Candelario Crossing","Rockville","MD",20851,"hi"
"4643 Cartwright Park","2018-10-12T12:44:35.821Z","OFF MARKET",193,0,0,2929939,3437,"9478 Beahan River","Rockville","MD",20849,"hi"
"4644 Cartwright Park","2018-05-07T14:31:06.517Z","FOR RENT",70,1,5,1868878,1748,"483 Koss Forks","Rockville","MD",20849,"hi"
"4645 Cartwright Park","2018-07-05T03:47:45.355Z","SOLD",95,3,4,403333,2955,"4025 Michaela Gateway","Rockville","MD",20850,"hi"
"4646 Cartwright Park","2018-08-03T22:02:52.132Z","FORECLOSURE",56,1,0,2770836,3972,"1176 Sophie Parks","Rockville","MD",20849,"hi"
"4647 Cartwright Park","2018-07-31T15:44:08.477Z","AUCTION",143,4,8,2163535,3044,"5925 Cleve Views","Rockville","MD",20847,"hi"
"4648 Cartwright Park","2018-08-15T17:37:04.253Z","FOR SALE",113,4,0,932727,3779,"8277 Brody Knoll","Rockville","MD",20850,"hi"
"4649 Cartwright Park","2018-09-04T16:44:50.216Z","AUCTION",20,1,0,3452022,3479,"559 Presley Harbors","Rockville","MD",20877,"hi"
"4650 Cartwright Park","2018-10-02T03:19:09.408Z","AUCTION",72,3,0,2635769,1482,"91815 Strosin Shoal","Rockville","MD",20849,"hi"
"4651 Cartwright Park","2018-06-18T19:27:40.034Z","FOR RENT",190,4,8,3342647,1237,"467 Sauer Rest","Rockville","MD",20848,"hi"
"4652 Cartwright Park","2018-06-25T16:16:12.210Z","FOR SALE",31,0,9,2593341,1862,"0730 Renner Circles","Rockville","MD",20850,"hi"
"4653 Cartwright Park","2018-05-06T19:49:00.637Z","FORECLOSURE",19,1,0,1273299,2381,"80628 Kendall Run","Rockville","MD",20857,"hi"
"4654 Cartwright Park","2018-05-09T13:58:14.864Z","FOR SALE",25,1,2,158168,2456,"8453 Donnelly Spur","Rockville","MD",20848,"hi"
"4655 Cartwright Park","2018-05-21T13:42:03.077Z","AUCTION",28,3,2,124337,1645,"7575 Elbert Parkway","Rockville","MD",20857,"hi"
"4656 Cartwright Park","2018-07-01T00:50:58.753Z","FORECLOSURE",51,1,0,1123827,1195,"32156 Roob Lane","Rockville","MD",20852,"hi"
"4657 Cartwright Park","2018-07-21T08:31:54.039Z","FOR SALE",25,4,2,3338591,3577,"508 Nadia Springs","Rockville","MD",20852,"hi"
"4658 Cartwright Park","2018-10-14T20:00:37.308Z","SOLD",144,2,9,103669,2202,"076 Nichole Knolls","Rockville","MD",20857,"hi"
"4659 Cartwright Park","2018-06-24T06:12:46.695Z","FOR RENT",17,4,8,2332002,2908,"336 Satterfield Path","Rockville","MD",20847,"hi"
"4660 Cartwright Park","2018-08-10T10:59:52.028Z","AUCTION",119,1,3,3640908,2950,"63721 Ziemann Lane","Rockville","MD",20853,"hi"
"4661 Cartwright Park","2018-06-15T22:06:15.777Z","SOLD",2,1,7,536363,1040,"9232 Harley Road","Rockville","MD",20854,"hi"
"4662 Cartwright Park","2018-05-22T19:18:42.516Z","SOLD",108,1,1,2155906,2723,"3695 Reichel Street","Rockville","MD",20857,"hi"
"4663 Cartwright Park","2018-09-14T16:13:59.835Z","OFF MARKET",130,1,7,3057717,3358,"4869 Weldon Land","Rockville","MD",20847,"hi"
"4664 Cartwright Park","2018-05-02T05:44:27.061Z","FOR RENT",20,0,1,485764,990,"4859 Altenwerth Prairie","Rockville","MD",20853,"hi"
"4665 Cartwright Park","2018-10-02T14:45:06.517Z","FOR SALE",27,2,3,3519625,361,"82833 Mohr Neck","Rockville","MD",20847,"hi"
"4666 Cartwright Park","2018-09-24T18:46:17.844Z","SOLD",178,1,9,3883335,2183,"03644 Brice Greens","Rockville","MD",20847,"hi"
"4667 Cartwright Park","2018-08-13T19:11:11.875Z","FORECLOSURE",15,3,10,2182300,1341,"632 Linnea Turnpike","Rockville","MD",20848,"hi"
"4668 Cartwright Park","2018-06-14T19:45:54.080Z","FOR RENT",199,0,0,860269,1499,"42240 Batz Spurs","Rockville","MD",20851,"hi"
"4669 Cartwright Park","2018-05-07T01:22:52.527Z","OFF MARKET",48,3,2,2059158,2776,"54151 Nia Parkway","Rockville","MD",20852,"hi"
"4670 Cartwright Park","2018-07-20T22:48:52.591Z","FORECLOSURE",12,4,9,2817519,3707,"7737 Cheyenne Prairie","Rockville","MD",20850,"hi"
"4671 Cartwright Park","2018-08-24T07:28:35.676Z","OFF MARKET",183,0,2,645530,367,"19055 General Meadow","Rockville","MD",20877,"hi"
"4672 Cartwright Park","2018-06-29T03:55:14.175Z","FOR SALE",50,2,8,941135,2308,"360 Adah Flat","Rockville","MD",20850,"hi"
"4673 Cartwright Park","2018-07-02T20:41:41.968Z","SOLD",194,1,6,551472,1305,"6788 Lenora Brooks","Rockville","MD",20854,"hi"
"4674 Cartwright Park","2018-09-16T08:33:44.329Z","FORECLOSURE",55,0,1,389574,2379,"968 Konopelski Wells","Rockville","MD",20850,"hi"
"4675 Cartwright Park","2018-06-29T02:19:39.249Z","FOR RENT",60,1,8,103681,2132,"900 Lubowitz Extension","Rockville","MD",20850,"hi"
"4676 Cartwright Park","2018-08-10T08:22:00.190Z","SOLD",79,1,7,2506429,2375,"4098 Mraz Burg","Rockville","MD",20853,"hi"
"4677 Cartwright Park","2018-08-12T05:39:13.738Z","FORECLOSURE",10,0,3,1579670,1324,"644 Hackett Crest","Rockville","MD",20852,"hi"
"4678 Cartwright Park","2018-06-25T07:16:53.680Z","FORECLOSURE",145,2,4,2407170,2749,"508 Anita Meadow","Rockville","MD",20849,"hi"
"4679 Cartwright Park","2018-06-24T14:46:04.268Z","FOR RENT",150,0,0,2181482,3967,"2199 Seamus Green","Rockville","MD",20877,"hi"
"4680 Cartwright Park","2018-08-02T06:08:59.914Z","AUCTION",43,1,9,1807579,3993,"698 Leon Extension","Rockville","MD",20848,"hi"
